track,seed,strategy,n_labels,macro_f1,weighted_f1,balanced_acc,f1_agn,f1_cep,f1_cv,f1_ecl,f1_lpv,f1_rr,f1_yso
b,0,uncertainty,899,0.8992003828972043,0.9607156712897907,0.8755047094097518,0.9796246648793566,0.8011049723756906,0.8654970760233918,0.9734521131762756,0.981624277909925,0.7849512308406874,0.908148345075103
b,0,uncertainty,914,0.8979192091101122,0.9611593131051264,0.8726393809212436,0.9789934745686958,0.793709528214616,0.8588235294117647,0.9739737371347451,0.9817278787086655,0.7901542296307836,0.9080520861015148
b,0,margin,14,0.44016505351493723,0.7244805688340551,0.5656853326013358,0.5937291527685123,0.08603552224213785,0.14029850746268657,0.7880427195309228,0.8257291107532654,0.3008913082490878,0.3464290535979479
b,0,margin,29,0.4862087958808346,0.7384008161598653,0.6375582509865284,0.6844930618859516,0.06576168929110106,0.08897742363877822,0.744063421153811,0.8669279764821166,0.4410702712711786,0.5121677274429053
b,0,margin,44,0.5133328521113809,0.8347826041684004,0.5569166192252822,0.7735185941969759,0.18799710773680406,0.13966480446927373,0.9227199503421367,0.9144379440033431,0.2646445497630332,0.39034701426809937
b,0,margin,59,0.6799981436104469,0.8868006687871685,0.6479773336633101,0.7923575456611396,0.37894736842105264,0.6081081081081081,0.9497561330712674,0.9531861593862533,0.498271225509028,0.579360465116279
b,0,margin,74,0.7158034624539972,0.8992407298329119,0.7080138970894065,0.8450177603290334,0.5490196078431373,0.5095541401273885,0.9544889331012186,0.942650348730096,0.5860670844084039,0.6238263626387026
b,0,margin,89,0.7535470606572472,0.9183477058280323,0.7377829540715016,0.9150222222222222,0.5646437994722955,0.5294117647058824,0.9548705446962242,0.9604534396190278,0.5914878137504547,0.7589398401346235
b,0,margin,104,0.7706856629732538,0.9253251467186,0.7633805200299543,0.9446547683432486,0.5488086087624904,0.5494505494505495,0.9538906600543158,0.9618446903112398,0.6256015399422522,0.8105488239486814
b,0,margin,119,0.7864240525086877,0.9306664370990695,0.7835554810576716,0.9266748725162651,0.5536547433903577,0.5911949685534591,0.9558792484694955,0.96769178951732,0.7092366311916962,0.8006361139222207
b,0,margin,134,0.8059000035242538,0.9379594681515327,0.8082652760411931,0.9341545149895842,0.5438066465256798,0.6775956284153005,0.9636658387494981,0.9688313039858466,0.7336177994513867,0.8196282925524803
b,0,margin,149,0.8200418319079847,0.9446692405412781,0.8186481728022359,0.9614707952146376,0.5864661654135338,0.6565656565656566,0.9652124914736498,0.9714374740340673,0.739501007283434,0.8596392333709132
b,0,margin,164,0.8320848659704588,0.949673081340301,0.8183565497282397,0.9550148783476282,0.5976168652612283,0.6878306878306878,0.9698638247483718,0.9742176941470008,0.782461015902424,0.857589095555871
b,0,margin,179,0.842918874645812,0.9548250454760371,0.8254828859346083,0.9656150301311591,0.6125244618395304,0.6850828729281768,0.9719567834267117,0.9753863766456783,0.814574421006048,0.8752921765433797
b,0,margin,194,0.8287080664493615,0.9525601627373982,0.8376734601341675,0.9638169563675062,0.6159292035398231,0.5971563981042654,0.9687061423153871,0.9760572952062314,0.807287218901224,0.8720032507110931
b,0,margin,209,0.856468140731269,0.9550121840578378,0.8481957864460153,0.964962459778334,0.6545454545454545,0.7415730337078652,0.9718255269669956,0.9753963914707491,0.8154294032023289,0.8715447154471545
b,0,margin,224,0.8693180789404467,0.9584663946558447,0.86051273774445,0.9682991985752449,0.7089678510998308,0.7455621301775148,0.9742348158775705,0.975549930850925,0.8384081574847755,0.8742044685172647
